Smiles,Target Name,Standard Value
COC(=O)c1c(C)nc(NNC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)nc1-c1ccc(OC)c(OC)c1,Serine/threonine-protein kinase AKT,311.0
CC(F)(F)Oc1ccc(NC(=O)c2cnc(N3CC[C@@H](O)C3)c(-c3cncc(C#N)c3)c2)cc1,Tyrosine-protein kinase ABL,3.0
C[C@H](Nc1nc(Nc2cn(C)cn2)c2ccccc2n1)c1ncc(F)cn1,Tyrosine-protein kinase JAK3,14830.0
CC(C)c1cc(-c2onc(C(=O)NCC(=O)Nc3cccc(Nc4ncc(Cl)c(Nc5ccccc5S(=O)(=O)C(C)C)n4)c3)c2-c2ccc(CN3CCOCC3)cc2)c(O)cc1O,ALK tyrosine kinase receptor,53.7
Cn1cc(-c2ccc3c(c2)CNC3=O)c(-c2ccncc2)n1,Serine/threonine-protein kinase B-raf,94.0
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,Tyrosine-protein kinase JAK3,810.0
O=C(CSc1nccc(Nc2ccc(N3CCOCC3)cc2)n1)c1ccc(Cl)cc1,Vascular endothelial growth factor receptor 2,1900.0
CC1(C)CN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CCN1C1CC1,Cyclin-dependent kinase 2,1680.0
COC[C@H](Nc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br)[C@H](C)O,Cyclin-dependent kinase 1,27.0
O=C(Cc1ccccc1)Nc1ncc(C2CCCCC2)s1,Cyclin-dependent kinase 5,390.0
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCN)cc21,Serine/threonine-protein kinase AKT,5.0
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)[nH]c34)cc2)cc1,Serine/threonine-protein kinase B-raf,420.0
N#CCC(=O)N1CCC12CCCN(c1ncnc3[nH]ccc13)C2,Tyrosine-protein kinase JAK3,38.0
O=C(Nc1cccc(Oc2ccc3nccn3n2)c1)c1ccccc1,Vascular endothelial growth factor receptor 2,80.0
O=C(CN1CCCC1)Nc1ccccc1-c1nc(Nc2ccc3[nH]ncc3c2)c2ccccc2n1,Rho-associated protein kinase 2,0.036
Cc1cc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)ccc1F,Serine/threonine-protein kinase AKT,3.5
COCCNc1cc(N2CCN(C)CC2)ccc1C(=O)Nc1n[nH]c2ccc(Cc3cc(F)cc(F)c3)cc12,ALK tyrosine kinase receptor,411.0
Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(CNC(=O)c2ccccc2)cc1,Serine/threonine-protein kinase AKT3,390.0
O=C1NC(=S)NC(=O)C1=Cc1ccc(-c2cccc([N+](=O)[O-])c2)o1,Serine/threonine-protein kinase B-raf,830.0
COc1cc(C(=O)NCc2c(F)ccc(F)c2Cl)ccc1-c1cn[nH]c1,Rho-associated protein kinase 2,3.99
Cc1nc(Nc2ncc(C(=O)Nc3c(C)csc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Tyrosine-protein kinase ABL,1990000.0
N[C@@H](COc1ccc2c(c1)OCc1cnccc1-2)Cc1ccccc1,Rho-associated protein kinase 2,54.0
Cc1c(NCCN2CCCC2)cc(OCC(C)C)cc1N1CCN(c2ncnc3[nH]nc(Br)c23)CC1,Serine/threonine-protein kinase AKT,700.0
CS(=O)(=O)c1cccc(-c2ccc3c(c2)nn2cc(-c4ccccc4)c(-c4ccc(C5(N)CCC5)cc4)nc32)c1,Serine/threonine-protein kinase AKT,25.0
CC(=O)Nc1oc(-c2cc3ccccc3cc2O)nc1-c1ccccc1,Vascular endothelial growth factor receptor 2,16.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCN(S(C)(=O)=O)CC1,Interleukin-1 receptor-associated kinase 4,1.7
Clc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1Cl,Vascular endothelial growth factor receptor 2,1830.0
CC(C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCOC(=O)CN(C)C)Cc1ccccc1-4)C(=O)NC3,Vascular endothelial growth factor receptor 2,16.0
COC1(C)CCN(c2cnc(C(=O)Nc3csc(-c4nncn4C4CC4)n3)cc2-n2cnc(C3CC3)c2)CC1,Serine/threonine-protein kinase AKT,14.2
N#Cc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)cc1,Tyrosine-protein kinase ABL,1300.0
Cn1cc(Nc2nc(NC3(C)CC3)c3c(=O)n(C)ccc3n2)cn1,Interleukin-1 receptor-associated kinase 4,190.0
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(N3CCC(N4CCOCC4)CC3)nc12,Serine/threonine-protein kinase B-raf,1.0
NCCCn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3)ncc1CC2,Cyclin-dependent kinase 2,1.0
NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cc(Br)ccc32)cc1,Cyclin-dependent kinase 2,43.0
c1ccc2c(c1)Nc1ncccc1-n1c(-c3ccc(C4CCCN4)cc3)nnc1-2,Serine/threonine-protein kinase AKT,1100.0
CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(Cc7ccccc7)c(C(F)(F)F)c6)c5c4c3)cc2)CC1,ALK tyrosine kinase receptor,2100.0
CNC(=O)c1cc(F)cc(N(CC2CC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,Vascular endothelial growth factor receptor 2,69.18
CCN(CC)CC(=O)Nc1n[nH]c2cc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3)ccc12,ALK tyrosine kinase receptor,3.3
COCCN1C(C)CN(c2cncc(-c3cn(-c4cc(C(=O)Nc5cc(C(C)(C)C)on5)ccc4C)nn3)c2)CC1C,Serine/threonine-protein kinase B-raf,29.0
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,Vascular endothelial growth factor receptor 2,185.0
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)Nc1cc(C(F)(F)F)ccc1F,Serine/threonine-protein kinase B-raf,12200.0
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,Vascular endothelial growth factor receptor 2,12.0
CC(C)CS(=O)(=O)N1CCC[C@H](Nc2nc(S(C)(=O)=O)ncc2-c2cnc3[nH]ccc3n2)C1,Tyrosine-protein kinase JAK3,0.00188
CCCS(=O)(=O)Nc1ccc(F)c(-c2cc3cnc(Nc4cnn(C)c4)nc3n(C)c2=O)c1F,Serine/threonine-protein kinase B-raf,0.4
CCS(=O)(=O)Nc1cc(-c2ccc(O)cc2C)cc2[nH]ncc12,Tyrosine-protein kinase JAK3,25.12
COc1cc(NS(=O)(=O)c2ccc(NC(=O)c3ccco3)cc2)nc(OC)n1,Serine/threonine-protein kinase AKT,50000.0
O=C(c1ccc(-c2ccccn2)s1)N1N=C(c2cccnc2)CC1c1ccccc1O,Serine/threonine-protein kinase B-raf,23.0
C=CC(=O)N1CC=C(c2ccc(CC(=O)Nc3cc(C4CC4)[nH]n3)cn2)C1,Cyclin-dependent kinase 7,7790.0
COc1cc(F)ccc1-c1nc(Nc2cc(Br)cc(CS(C)(=N)=O)c2)ncc1F,Cyclin-dependent kinase 9,3.0
CC(C)c1ccn2ncnc(N[C@H]3CC[C@@H](N4CCN(C(=O)CCC(=O)NCCCCCCNc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)c12,Interleukin-1 receptor-associated kinase 4,2600.0
O=C(/C=C/c1nc2ccccc2[nH]1)c1c(-c2ccccc2)c2cc(Br)ccc2[nH]c1=O,Serine/threonine-protein kinase AKT2,1640.0
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,Tyrosine-protein kinase ABL,1.2
O=C(Nc1ccc(-c2cn[nH]c2)cc1)NC(CCO)c1cccc(F)c1,Rho-associated protein kinase 2,2.0
CCCn1cc(-c2cn3ncc(C(N)=O)c(N[C@H]4CN(c5ncc(C#N)cn5)C[C@H]4C)c3n2)cn1,Tyrosine-protein kinase JAK3,0.6
Cc1ccc(NC(=O)c2ccc(C)c(C(F)(F)F)c2)cc1C#Cc1nn([C@H]2CC[C@H](O)CC2)c2ncnc(N)c12,Serine/threonine-protein kinase B-raf,87.0
COc1ccc(F)cc1-c1ccnc2[nH]c(C3CCN(C)CC3)cc12,Cyclin-dependent kinase 9,17.0
NC(=O)C1(COc2ccn3c(-c4ccccc4)c(-c4ccc(C5(N)CCC5)cc4)nc3n2)CC1,Serine/threonine-protein kinase AKT2,338.0
CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(Cl)c5c4c3)cc2)CC1,ALK tyrosine kinase receptor,1000.0
O=C1c2oc3cc(O)c(O)cc3c2C(=O)c2oc3cc(O)c(O)cc3c21,Vascular endothelial growth factor receptor 2,70000.0
c1nc(-c2cn(CC3CO3)nn2)c2cc[nH]c2n1,Tyrosine-protein kinase JAK3,35.0
COc1ccc(S(=O)(=O)Nc2cccc(CNc3ncnc4c3cnn4CCc3ccccc3)c2)cc1,Vascular endothelial growth factor receptor 2,3870.0
CC1CCC(C(=O)NCC#N)CN1N(C)c1ncnc2[nH]ccc12,Tyrosine-protein kinase JAK3,361.7
CCN(C)C(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN2CCCCC2)cc1)c1ccccc1,ALK tyrosine kinase receptor,4000.0
CCN1CCN(c2cc(NC(=O)c3ccc(C)c(Nc4ncnc5cnc(N6CC[C@H](F)C6)nc45)c3)cc(C(F)(F)F)c2)CC1,Serine/threonine-protein kinase B-raf,4.0
Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,Serine-protein kinase ATM,1.2
CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(Br)cc5)CC4)cc3F)n2)c1,Vascular endothelial growth factor receptor 2,46.6
COc1cc2ncnc(Nc3cc(O)c(Cl)cc3Cl)c2cc1OC,Vascular endothelial growth factor receptor 2,15.0
Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)nn4c3)c2)n(C)n1,Vascular endothelial growth factor receptor 2,1.1
Cn1cc(Nc2ncc(C(F)(F)F)c(N[C@H]3[C@@H](C(N)=O)C[C@H]4C[C@@H]3C4(C)C)n2)cn1,Vascular endothelial growth factor receptor 2,264.0
CN1CCN(Cc2ccc(NC(=O)c3ccc(C4CC4)c(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1,Tyrosine-protein kinase ABL,4.44
CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C)c2)nc1N[C@H]1CC[C@](C)(O)CC1,ALK tyrosine kinase receptor,0.93
CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4ccccc34)cc2)n(-c2cccc([N+](=O)[O-])c2)n1,Tyrosine-protein kinase ABL,355.0
NC(=O)c1ccc(NC2CCNCC2c2ccc(F)cc2)c2cncnc12,Serine/threonine-protein kinase AKT,2500.0
COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccc(CC#N)nc34)CC2)CC1,Interleukin-1 receptor-associated kinase 1,27.0
O=C(N1CCN(c2ncnc3[nH]ccc23)CC1)C1(c2ccc(Cl)cc2)CCNCC1,Serine/threonine-protein kinase AKT,26.5
CSc1ccc(/C=N/c2cc([N+](=O)[O-])ccc2O)cc1,Cyclin-dependent kinase 2,52120.0
CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(Cc7ccccc7)cc6)c5c4c3)cc2)CC1,ALK tyrosine kinase receptor,230.0
CN(C)Cc1ccc(-c2cnn3c(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccnc23)cc1,Serine/threonine-protein kinase B-raf,24.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1Nc1ccc(C(N)=O)cc1,Interleukin-1 receptor-associated kinase 4,1.8
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C5(C(F)(F)F)CC5)on4)c3)c2cc1OC,Serine/threonine-protein kinase B-raf,469.0
CCCS(=O)(=O)Nc1ccc(F)c(-n2cc(-c3cncnc3)c3nc(N(C)C4CCN(CC)CC4)ccc32)c1F,Serine/threonine-protein kinase B-raf,0.8
CN(C)CC[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)[C@H](NC(=O)c2cc(-c3c(Cl)cnn3C)c(Cl)o2)CN1,Serine/threonine-protein kinase AKT,3.4
Cc1ccc(C(=O)Nc2ccc(F)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCOCC3)nc12,Serine/threonine-protein kinase B-raf,9.0
NC(=O)c1cnc2[nH]ccc2c1NC1C2CC3CC1CC(O)(C3)C2,Tyrosine-protein kinase JAK3,0.43
CCCS(=O)(=O)Nc1ccc(Cl)c(Nc2ccc3ncn(C)c(=O)c3c2)c1C#N,Serine/threonine-protein kinase B-raf,0.2
CCCS(=O)(=O)Nc1ccc(F)c(NC(=O)Nc2cc(NC)ncn2)c1F,Serine/threonine-protein kinase B-raf,36.0
O=C(Nc1csc(-c2nncn2C2CC2)n1)c1cc(-n2cnc(C3CC3)c2)c(N2CCC(C(F)(F)F)CC2)cn1,Serine/threonine-protein kinase AKT,3.2
C=CC(=O)Nc1ccc(C(=O)N2CC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,Cyclin-dependent kinase 2,9.86
CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccsc3)COc3cccc(F)c3-4)cc2)C1,Serine/threonine-protein kinase AKT2,0.91
O=C1C(Nc2ccccc2F)=C(Cl)C(=O)c2[nH]ncc21,Serine/threonine-protein kinase AKT,15800.0
CC(=O)N1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(OC(C)C)cc43)cc2C1,ALK tyrosine kinase receptor,3300.0
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,Tyrosine-protein kinase ABL,5.0
CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,Tyrosine-protein kinase ABL,11.94
O=C1Nc2ccccc2/C1=C/c1ccc(-c2cn(-c3ccc(F)cc3)nn2)cc1,Vascular endothelial growth factor receptor 2,198540.0
CSc1ncc2cc(-c3ccccc3)c(-c3ccc(CN4CCC(n5ncc6c(N)ncnc65)CC4)cc3)nc2n1,Serine/threonine-protein kinase AKT2,828.0
COc1ccc(-c2ccccc2C(=O)NCCc2c[nH]c3ccccc23)cc1,Cyclin-dependent kinase 2,921000.0
COc1ccccc1/C=C/c1nc(Nc2ccc3c(c2)OCO3)c2ccccc2n1,Tyrosine-protein kinase ABL,182.0
CN(C)CCn1cc2cc(NC(=O)c3nc(C(F)(F)F)cs3)c(C(C)(C)O)cc2n1,Interleukin-1 receptor-associated kinase 4,34.8
NS(=O)(=O)c1ccc(/N=N/c2c(O)[nH]c3cccc(I)c23)cc1,Cyclin-dependent kinase 2,4.6
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)c2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)cc1,Serine/threonine-protein kinase B-raf,590.0
Nc1n[nH]c2ccc(NC3CCCN(Cc4ccccc4)C3)cc12,Rho-associated protein kinase 2,1040.0
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,Vascular endothelial growth factor receptor 2,2230.0
[C-]#[N+]c1ccc(C(=O)NC2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)cc1,Serine/threonine-protein kinase AKT,1700.0
Cn1c(CC(=O)N2CCc3ccccc32)nc(N2CCOCC2)cc1=O,Serine/threonine-protein kinase AKT,20.0
CCC(CO)Nc1nc(NCc2ccc(-c3ccccn3)cc2)c2[nH]nc(C(C)C)c2n1,Cyclin-dependent kinase 5,9.0
CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,ALK tyrosine kinase receptor,0.59
Nc1nccc(-c2c[nH]c3cccc(O)c23)n1,Cyclin-dependent kinase 5,3500.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C(N)=O)cnc32)cc1Nc1ccc2ncoc2c1,Interleukin-1 receptor-associated kinase 4,1.6
Cc1cc(NC(=O)c2ccccc2)n[nH]1,Cyclin-dependent kinase 2,1499.68
CNCc1nnc(-c2cn3ncnc(Nc4cc(C(=O)NC5CC5)c(F)cc4F)c3c2C(C)C)o1,Vascular endothelial growth factor receptor 2,150.0
CN(c1ncnc2[nH]ccc12)N1CC[C@@H](C(=O)NCC(F)(F)F)C1,Tyrosine-protein kinase JAK3,15.0
CC(C)(C)c1cc(NC(=O)n2ccc3ncc(Oc4ncnc5c4CNC5)cc32)no1,Vascular endothelial growth factor receptor 2,55.0
N#Cc1cnc(Nc2ccncn2)s1,Vascular endothelial growth factor receptor 2,990.0
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,Serine/threonine-protein kinase B-raf,32.0
CN(C)[C@H]1CC[C@H](Nc2ncnc3cscc23)CC1,Interleukin-1 receptor-associated kinase 4,804.0
CC(NC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1)c1ccc(F)c(F)c1,Tyrosine-protein kinase JAK3,160.0
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,Cyclin-dependent kinase 9,3.0
Cc1nnnn1-c1ccc(C(=O)NCc2cccc(C(=O)Nc3nc4c(s3)CN(C)CC4)c2)cc1,Rho-associated protein kinase 2,9.8
CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN(C)C)nc5F)cc4c32)C1,Serine-protein kinase ATM,0.765
CN(C)C(=O)CN1CCC(c2ccc(Nc3nc4c(-c5cc(C(F)(F)F)ccc5OCC(F)F)cccn4n3)cc2)CC1,Tyrosine-protein kinase JAK3,1622.78
COc1cc(OC2CCN(C)C2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,ALK tyrosine kinase receptor,0.33
COc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OC[C@H]1CN2CCOC[C@H]2CO1,Vascular endothelial growth factor receptor 2,50.0
COc1cc(OC)cc(-c2cc3cnc(NCCCOc4ccccc4)cc3nc2NC(=O)NC(C)(C)C)c1,Vascular endothelial growth factor receptor 2,180.0
O=C(c1ccccc1NCc1ccncc1)c1c[nH]c2ccccc12,Vascular endothelial growth factor receptor 2,2100.0
Cn1cc(-c2cnc3[nH]cc(-c4cnn(Cc5cccc(C#N)c5)c4)c3c2)cn1,ALK tyrosine kinase receptor,32.0
CNc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1,Vascular endothelial growth factor receptor 2,8.0
O=c1[nH]c(NC2CNC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,Interleukin-1 receptor-associated kinase 4,656.0
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,Tyrosine-protein kinase JAK3,787.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1N[C@@H]1COC[C@H]1F,Interleukin-1 receptor-associated kinase 4,4.9
C[C@@H](O)CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,Cyclin-dependent kinase 2,342.0
Cc1[nH]nc2[nH]c(=O)cc(C3CCCCC3)c12,Tyrosine-protein kinase JAK3,550.0
C[C@H](Nc1c(C(N)=O)nnc2ccc(-c3ccc(OCCCN4CCCC4)nc3)cc12)c1ccn(C)n1,Serine-protein kinase ATM,1.1
CCCNc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,2.6
CCOC(=O)N1C2CCC1CC(c1ccnc3c(-c4ccc(F)c(F)c4)c(-c4ccncc4)nn13)C2,Serine/threonine-protein kinase B-raf,302.0
O=C(Nc1cccc(Sc2ccnc3ccsc23)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,Vascular endothelial growth factor receptor 2,16.0
Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CC(F)(F)CC[C@@H]4N)nc23)c(C(F)F)n1,Interleukin-1 receptor-associated kinase 4,38.0
Cn1c(=O)[nH]c2nccc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c4ccccc34)c21,Serine/threonine-protein kinase B-raf,600.0
C[C@@H](Nc1nc(Nc2ccc(S(=O)(=NS(=O)(=O)CC[Si](C)(C)C)C3CCCC3)cc2)ncc1Br)C(C)(C)O,Vascular endothelial growth factor receptor 2,910.0
COc1cc(C(=O)NC(C)c2cc(F)cc(F)c2)ccc1-c1cn[nH]c1,Rho-associated protein kinase 2,9.29
Fc1cccc(-c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2)c1,Vascular endothelial growth factor receptor 2,3520.0
Cc1c[nH]c2ncnc(Nc3ccccc3-c3nnc[nH]3)c12,Serine/threonine-protein kinase AKT,425.0
O=C1CCc2c(Oc3ccc4c(c3)C3C(O4)C3c3nc(C(F)(F)F)c[nH]3)ccnc2N1,Serine/threonine-protein kinase B-raf,6.0
O=C(Nc1cc(Cl)ccc1-c1ccc(CO)cc1)c1cnn2cccnc12,Interleukin-1 receptor-associated kinase 4,218.0
CCOC(=O)c1ccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)cc1,Vascular endothelial growth factor receptor 2,1100.0
Cc1ccc(-n2cc(-c3ccccc3NCc3ccncc3)nn2)cc1C(F)(F)F,Vascular endothelial growth factor receptor 2,180.0
CCn1c(-c2nonc2N)nc2cncc(OC3CCNCC3)c21,Serine/threonine-protein kinase AKT,79.0
Cc1cc(Oc2ccnc(NC(=O)C3CC3)c2)ccc1NC(=O)Nc1ccc(F)c(OC(F)(F)F)c1,Serine/threonine-protein kinase B-raf,13.0
Cc1ccc2c(Cc3ccncc3)nnc(Nc3ccc(Cl)cc3)c2c1,Vascular endothelial growth factor receptor 2,4700.0
COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)C1CNCC(=O)N1CC2,ALK tyrosine kinase receptor,5.3
Fc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cn1,Tyrosine-protein kinase JAK3,26.0
CC(=O)Nc1cccc(-c2ccc3nc(-c4cccnc4N)n(-c4ccc(CC(=O)Nc5cccc(F)c5)cc4)c3n2)c1,Serine/threonine-protein kinase AKT3,2500.0
Cc1nc(Nc2cc(-c3cccc(NS(=O)(=O)c4ccccc4)c3)n[nH]2)cc(N2CCN(C)CC2)n1,Vascular endothelial growth factor receptor 2,290.0
CC(C)Oc1nc(Nc2ccc3[nH]cnc3c2)ncc1C(F)(F)F,Cyclin-dependent kinase 1,25.0
O=C(Nc1ccc(Cl)cc1)c1cccc2cc(Oc3ccnc4ccccc34)ccc12,Vascular endothelial growth factor receptor 2,3.981
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCCC(CO)C1,Interleukin-1 receptor-associated kinase 4,5.3
N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,Serine/threonine-protein kinase B-raf,2.4
COCCOC(=O)c1c[nH]c(-c2cc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)ccn2)c1,Vascular endothelial growth factor receptor 2,25.0
Cc1c(NCCN2CCCC2)cc(C(=O)CCC(F)(F)F)cc1N1CCN(c2ncnc3[nH]nc(Br)c23)CC1,Serine/threonine-protein kinase AKT,1.0
Nc1ncc2c(n1)CN(c1cccc(C(=O)Nc3cccc(C(F)(F)F)c3)c1)C2,Vascular endothelial growth factor receptor 2,2129.0
COc1cccc(N(Cc2cc(C)no2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,Vascular endothelial growth factor receptor 2,64.57
CC(C)(C)c1ccc(Nc2nnc(-c3ccc(C(N)=O)cc3)c3ccccc23)cc1,Vascular endothelial growth factor receptor 2,78.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(Cl)cnc32)cc1NC1CCC1,Interleukin-1 receptor-associated kinase 4,3.4
Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1-n1cc(-c2cncc(N3CCN(C(C)C)CC3)c2)nn1,Serine/threonine-protein kinase B-raf,8.0
CN(CCc1ccc(-c2ccccc2)cc1)Cc1cn(C)c2ccc(C(=O)Nc3ccc(F)cc3)cc12,Serine/threonine-protein kinase AKT2,21000.0
CC(F)(F)Oc1ccc(NC(=O)c2cnc(N3CC[C@@H](O)C3)c(-c3cncnc3)c2)cc1,Tyrosine-protein kinase ABL,24.6
C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=O)(=O)c3ccccc3)cc2)ncc1C(F)(F)F,Cyclin-dependent kinase 1,41.0
Cc1ccc(C(=O)Nc2cccc(S(=O)(=O)N(C)C)c2)cc1Nc1ncnc2cnc(N3CCN(C)CC3)nc12,Serine/threonine-protein kinase B-raf,7.0
COc1cc(C(=O)N[C@H](C)c2ccc(F)cc2)ccc1-c1cn[nH]c1,Rho-associated protein kinase 2,2.69
COc1cc(Nc2ncc(-c3nc4ccncc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1,Interleukin-1 receptor-associated kinase 4,2.0
CS(=O)(=O)c1ccc(Nc2nc3c(-c4ccc(S(C)(=O)=O)cc4)cccn3n2)cc1,Tyrosine-protein kinase JAK3,81.28
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,Cyclin-dependent kinase 9,892.0
Cc1ncc(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)n1C(C)C,Cyclin-dependent kinase 2,24.0
COc1cccc(-c2nc3sccn3c2-c2ccnc(NCCNS(=O)(=O)c3ccc4ccccc4c3)n2)c1,Serine/threonine-protein kinase B-raf,921.0
COCCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4Cl)ccc3n2)cc1,Serine/threonine-protein kinase B-raf,371.54
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]nc(C3CC3)c2c1,Tyrosine-protein kinase ABL,2.9
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)N5CCN(C)CC5)c[nH]4)c3)cc2)c1,Vascular endothelial growth factor receptor 2,27.0
